SUBJECT_NAME,TRIAL_INDEX,SECOND_DISPLAY,BLOCK,CONDITION,CONDITION_APPEARANCE,SUBJECT_GROUP,SUBJECT_AGE,SUBJECT_GENDER,CENTER_FIXATION_LATENCY_REL_FIXATION_ONSET_MEDIAN,CENTER_FIXATION_DISTANCE_TO_CENTER_DEG_MEDIAN,CENTER_FIXATION_ACCEPTED,LATENCY_FIRST_SACCADE,TRIAL_SUCCESSFUL,FIXATION_OFFSET_TO_TARGET,LATENCY_CORRECTED_SACCADE,AMPLITUDE_CORRECTED_SACCADE,LATENCY_FIRST_WRONG_SACCADE,AMPLITUDE_FIRST_WRONG_SACCADE,LATENCY_CORRECT_SACCADE,AMPLITUDE_CORRECT_SACCADE,DISPLAY_1_WAS_SUCCESSFUL
AW001CG,48,1,3,1,TN,YNG,19.0,f,400.0,0.9754484120104262,1.0,146.0,1.0,1.0625011866674003,,,,,146.0,9.500266814441185,1.0
AW001CG,49,0,3,1,TN,YNG,19.0,f,-952.0,4.891373779022368,1.0,180.0,1.0,1.1561174833236378,,,,,180.0,5.017538635995186,
AW001CG,49,1,3,1,TN,YNG,19.0,f,398.0,2.122108902395542,1.0,136.0,1.0,0.4152176112897817,,,,,136.0,9.78429096212979,1.0
AW001CG,50,0,3,1,TN,YNG,19.0,f,-572.0,5.185795897882611,0.0,158.0,1.0,0.5824555860413594,,,,,158.0,4.295500410898933,
AW001CG,50,1,3,1,TN,YNG,19.0,f,328.0,2.200927735407864,1.0,156.0,1.0,1.345242298724665,,,,,156.0,8.574008048118111,1.0
AW001CG,51,0,3,1,TN,YNG,19.0,f,-822.0,5.380301645902952,0.0,224.0,1.0,1.5782009868272684,,,,,224.0,7.597450720057117,
AW001CG,51,1,3,1,TN,YNG,19.0,f,254.0,0.3016395149268499,1.0,156.0,1.0,0.5503333461939982,,,,,156.0,9.179546733787522,1.0
AW001CG,52,0,3,1,TN,YNG,19.0,f,-573.0,3.9638232505125552,1.0,226.0,1.0,0.7372094789440431,,,,,226.0,8.993350036131952,
AW001CG,52,1,3,1,TN,YNG,19.0,f,290.0,1.2749855054176211,1.0,164.0,1.0,0.8607156196799294,,,,,164.0,9.149451881557424,1.0
AW002AF,1,0,1,1,TT,YNG,19.0,m,370.0,2.038585722760964,1.0,308.0,1.0,0.2764819003624056,,,,,308.0,8.44243155131538,
AW002AF,1,1,1,1,TT,YNG,19.0,m,536.0,0.9834856303708397,1.0,180.0,1.0,0.8673990073117536,,,,,180.0,8.053740725974087,1.0
AW002AF,2,0,1,1,TD1,YNG,19.0,m,-520.0,1.841057167339846,1.0,204.0,1.0,0.7681818459284577,,,,,204.0,8.352427057681417,
AW002AF,2,1,1,1,TD1,YNG,19.0,m,376.0,0.7512436095845674,1.0,672.0,1.0,1.1244383127850608,,,,,672.0,8.677072594369719,1.0
AW002AF,3,0,1,1,TN,YNG,19.0,m,-1196.0,4.030637316403471,1.0,248.0,1.0,1.9784478540198756,,,,,248.0,6.950161278900831,
AW002AF,3,1,1,1,TN,YNG,19.0,m,452.0,1.2595875967958794,1.0,354.0,1.0,6.628761520302307,,,,,354.0,3.476591547277364,1.0
AW002AF,4,0,1,1,TN,YNG,19.0,m,-1472.0,3.421312005438402,1.0,266.0,1.0,3.162075140430605,,,,,266.0,5.0454089827537025,
AW002AF,4,1,1,1,TN,YNG,19.0,m,606.0,9.503086539521972,0.0,118.0,0.0,,,,,,,,1.0
AW002AF,5,0,2,1,TT,YNG,19.0,m,122.0,2.866756418307657,1.0,208.0,1.0,1.9914646119403685,524.0,15.77909332258667,208.0,8.472681368927029,,,
AW002AF,5,1,2,1,TT,YNG,19.0,m,376.0,1.2173543324316587,1.0,174.0,1.0,0.8745816761890987,,,,,174.0,8.314814845245742,1.0
AW002AF,6,0,2,1,TT,YNG,19.0,m,-282.0,1.4403576119213157,1.0,188.0,1.0,1.7246708793341876,370.0,18.356702319263988,188.0,9.002683445703717,,,
